Row,Stage,Week,Solution,Replication,Height,Greenness,Surface,Roots,Organs
2029,Stage 2,Week 3,Solution 18,Replication 16,5.28,4,23.24,3,3
2030,Stage 2,Week 3,Solution 18,Replication 17,4.20,4,23.11,3,3
2031,Stage 2,Week 3,Solution 18,Replication 18,4.15,3,23.98,3,2
2032,Stage 2,Week 3,Solution 18,Replication 19,5.79,3,24.18,3,2
2033,Stage 2,Week 3,Solution 18,Replication 20,4.35,4,22.46,3,3
2034,Stage 2,Week 3,Solution 18,Replication 21,4.05,3,24.16,2,3
2035,Stage 2,Week 3,Solution 18,Replication 22,5.67,4,20.06,2,2
2036,Stage 2,Week 3,Solution 18,Replication 23,4.17,3,24.47,2,2
2037,Stage 2,Week 3,Solution 18,Replication 24,4.01,3,23.45,3,2
2038,Stage 2,Week 3,Solution 18,Replication 25,5.51,4,24.01,2,2
2039,Stage 2,Week 3,Solution 18,Replication 26,5.60,3,22.77,2,2
2040,Stage 2,Week 3,Solution 18,Replication 27,4.64,3,23.64,2,3
2041,Stage 2,Week 3,Control,Replication 1,8.97,4,28.52,4,3
2042,Stage 2,Week 3,Control,Replication 2,8.22,5,29.14,3,3
2043,Stage 2,Week 3,Control,Replication 3,9.99,4,25.59,3,4
2044,Stage 2,Week 3,Control,Replication 4,8.06,4,26.04,4,3
2045,Stage 2,Week 3,Control,Replication 5,9.78,4,29.11,4,4
2046,Stage 2,Week 3,Control,Replication 6,8.81,4,27.16,3,4
2047,Stage 2,Week 3,Control,Replication 7,8.98,5,29.45,3,3
2048,Stage 2,Week 3,Control,Replication 8,8.04,5,29.95,4,3
2049,Stage 2,Week 3,Control,Replication 9,8.28,5,26.97,4,3
2050,Stage 2,Week 3,Control,Replication 10,9.50,4,26.10,3,3
2051,Stage 2,Week 3,Control,Replication 11,9.53,5,27.13,4,3
2052,Stage 2,Week 3,Control,Replication 12,8.63,4,25.84,4,3
2053,Stage 2,Week 3,Control,Replication 13,9.55,4,27.62,3,3
2054,Stage 2,Week 3,Control,Replication 14,9.07,4,29.59,4,3
2055,Stage 2,Week 3,Control,Replication 15,9.93,5,27.65,3,3
2056,Stage 2,Week 3,Control,Replication 16,8.15,4,25.17,3,3
2057,Stage 2,Week 3,Control,Replication 17,9.90,4,26.68,4,3
2058,Stage 2,Week 3,Control,Replication 18,9.11,5,29.81,4,3
2059,Stage 2,Week 3,Control,Replication 19,8.70,5,29.68,4,4
2060,Stage 2,Week 3,Control,Replication 20,9.44,5,26.30,3,4
2061,Stage 2,Week 3,Control,Replication 21,8.99,4,25.44,3,4
2062,Stage 2,Week 3,Control,Replication 22,9.83,4,26.45,4,4
2063,Stage 2,Week 3,Control,Replication 23,9.47,4,25.31,4,3
2064,Stage 2,Week 3,Control,Replication 24,8.15,5,27.61,4,3
2065,Stage 2,Week 3,Control,Replication 25,9.97,4,29.96,4,3
2066,Stage 2,Week 3,Control,Replication 26,8.99,4,29.85,3,4
2067,Stage 2,Week 3,Control,Replication 27,9.25,4,26.48,4,4
2068,Stage 2,Week 4,Solution 2,Replication 1,11.74,3,21.40,3,2
2069,Stage 2,Week 4,Solution 2,Replication 2,11.34,2,22.80,1,3
2070,Stage 2,Week 4,Solution 2,Replication 3,10.09,2,20.25,3,3
2071,Stage 2,Week 4,Solution 2,Replication 4,11.51,2,22.20,1,2
2072,Stage 2,Week 4,Solution 2,Replication 5,11.58,3,24.24,1,3
2073,Stage 2,Week 4,Solution 2,Replication 6,11.66,2,21.18,1,2
2074,Stage 2,Week 4,Solution 2,Replication 7,11.60,2,22.66,1,2
2075,Stage 2,Week 4,Solution 2,Replication 8,11.90,2,24.05,3,2
2076,Stage 2,Week 4,Solution 2,Replication 9,10.99,3,22.11,2,3
2077,Stage 2,Week 4,Solution 2,Replication 10,10.57,2,23.34,3,2
2078,Stage 2,Week 4,Solution 2,Replication 11,10.81,3,21.65,1,1
2079,Stage 2,Week 4,Solution 2,Replication 12,10.35,2,22.59,2,1
2080,Stage 2,Week 4,Solution 2,Replication 13,10.98,2,20.22,2,2
2081,Stage 2,Week 4,Solution 2,Replication 14,11.68,2,24.84,3,2
2082,Stage 2,Week 4,Solution 2,Replication 15,11.69,3,21.66,1,1
2083,Stage 2,Week 4,Solution 2,Replication 16,10.06,2,21.53,2,2
2084,Stage 2,Week 4,Solution 2,Replication 17,11.78,3,22.23,3,1
2085,Stage 2,Week 4,Solution 2,Replication 18,10.62,3,22.62,1,2
2086,Stage 2,Week 4,Solution 2,Replication 19,10.42,3,21.75,2,2
2087,Stage 2,Week 4,Solution 2,Replication 20,11.70,2,24.54,2,2
2088,Stage 2,Week 4,Solution 2,Replication 21,10.60,3,24.08,1,2
2089,Stage 2,Week 4,Solution 2,Replication 22,11.17,2,22.18,2,2
2090,Stage 2,Week 4,Solution 2,Replication 23,11.32,3,20.44,2,2
2091,Stage 2,Week 4,Solution 2,Replication 24,10.28,2,22.25,3,2
2092,Stage 2,Week 4,Solution 2,Replication 25,10.03,3,24.77,3,2
2093,Stage 2,Week 4,Solution 2,Replication 26,10.14,2,21.09,3,3
2094,Stage 2,Week 4,Solution 2,Replication 27,11.11,2,23.16,3,2
2095,Stage 2,Week 4,Solution 3,Replication 1,8.12,3,25.18,4,4
2096,Stage 2,Week 4,Solution 3,Replication 2,9.58,4,25.93,4,3
2097,Stage 2,Week 4,Solution 3,Replication 3,9.88,4,25.44,4,3
2098,Stage 2,Week 4,Solution 3,Replication 4,9.14,3,27.64,4,3
2099,Stage 2,Week 4,Solution 3,Replication 5,9.60,3,29.39,3,4
2100,Stage 2,Week 4,Solution 3,Replication 6,8.03,3,28.51,3,4
2101,Stage 2,Week 4,Solution 3,Replication 7,9.12,3,26.53,4,3
2102,Stage 2,Week 4,Solution 3,Replication 8,9.95,3,26.44,4,3
2103,Stage 2,Week 4,Solution 3,Replication 9,8.48,3,26.85,3,4
2104,Stage 2,Week 4,Solution 3,Replication 10,9.88,4,25.39,3,4
2105,Stage 2,Week 4,Solution 3,Replication 11,9.67,4,29.13,3,3
2106,Stage 2,Week 4,Solution 3,Replication 12,8.82,4,25.31,4,3
2107,Stage 2,Week 4,Solution 3,Replication 13,9.34,3,27.66,3,4
2108,Stage 2,Week 4,Solution 3,Replication 14,8.70,3,25.71,4,4
2109,Stage 2,Week 4,Solution 3,Replication 15,8.34,3,29.64,4,4
2110,Stage 2,Week 4,Solution 3,Replication 16,8.54,3,28.33,4,4
2111,Stage 2,Week 4,Solution 3,Replication 17,8.86,3,29.33,4,4
2112,Stage 2,Week 4,Solution 3,Replication 18,8.38,3,29.85,4,3
2113,Stage 2,Week 4,Solution 3,Replication 19,8.32,4,25.38,4,3
2114,Stage 2,Week 4,Solution 3,Replication 20,8.26,3,29.52,4,3
2115,Stage 2,Week 4,Solution 3,Replication 21,8.17,4,26.31,3,4
2116,Stage 2,Week 4,Solution 3,Replication 22,9.56,3,25.08,4,3
2117,Stage 2,Week 4,Solution 3,Replication 23,9.22,3,27.29,3,4
2118,Stage 2,Week 4,Solution 3,Replication 24,9.54,3,29.10,3,4
2119,Stage 2,Week 4,Solution 3,Replication 25,8.52,3,29.99,3,3
2120,Stage 2,Week 4,Solution 3,Replication 26,8.05,3,27.26,4,4
2121,Stage 2,Week 4,Solution 3,Replication 27,8.90,3,27.76,4,3
2122,Stage 2,Week 4,Solution 5,Replication 1,8.29,4,27.32,3,3
2123,Stage 2,Week 4,Solution 5,Replication 2,9.23,3,29.96,3,4
2124,Stage 2,Week 4,Solution 5,Replication 3,9.37,4,25.67,3,3
2125,Stage 2,Week 4,Solution 5,Replication 4,8.19,3,29.93,3,3
2126,Stage 2,Week 4,Solution 5,Replication 5,9.70,3,26.26,3,3
2127,Stage 2,Week 4,Solution 5,Replication 6,8.13,4,25.32,3,3
2128,Stage 2,Week 4,Solution 5,Replication 7,9.64,3,28.62,3,3
2129,Stage 2,Week 4,Solution 5,Replication 8,9.20,4,28.74,3,4
2130,Stage 2,Week 4,Solution 5,Replication 9,8.13,3,28.77,4,3
2131,Stage 2,Week 4,Solution 5,Replication 10,9.56,4,26.15,3,4
2132,Stage 2,Week 4,Solution 5,Replication 11,8.03,4,27.06,4,4
2133,Stage 2,Week 4,Solution 5,Replication 12,8.89,3,28.23,3,4
2134,Stage 2,Week 4,Solution 5,Replication 13,9.60,3,27.20,3,3
2135,Stage 2,Week 4,Solution 5,Replication 14,9.59,4,25.07,3,4
2136,Stage 2,Week 4,Solution 5,Replication 15,9.79,4,29.77,3,3
2137,Stage 2,Week 4,Solution 5,Replication 16,8.78,3,27.88,4,3
2138,Stage 2,Week 4,Solution 5,Replication 17,8.65,3,26.26,4,3
2139,Stage 2,Week 4,Solution 5,Replication 18,8.89,3,28.21,4,4
2140,Stage 2,Week 4,Solution 5,Replication 19,9.71,4,27.33,3,3
2141,Stage 2,Week 4,Solution 5,Replication 20,9.22,4,29.82,4,4
2142,Stage 2,Week 4,Solution 5,Replication 21,9.30,4,26.28,4,3
2143,Stage 2,Week 4,Solution 5,Replication 22,8.42,4,29.69,3,3
2144,Stage 2,Week 4,Solution 5,Replication 23,9.78,4,25.20,4,3
2145,Stage 2,Week 4,Solution 5,Replication 24,9.28,4,27.11,3,4
2146,Stage 2,Week 4,Solution 5,Replication 25,8.12,3,27.14,4,3
2147,Stage 2,Week 4,Solution 5,Replication 26,8.98,4,27.88,4,4
2148,Stage 2,Week 4,Solution 5,Replication 27,8.74,4,28.71,4,4
2149,Stage 2,Week 4,Solution 6,Replication 1,11.97,3,20.95,2,2
2150,Stage 2,Week 4,Solution 6,Replication 2,10.95,2,23.32,3,3
2151,Stage 2,Week 4,Solution 6,Replication 3,10.81,2,20.88,2,3
2152,Stage 2,Week 4,Solution 6,Replication 4,10.20,2,21.99,1,1
2153,Stage 2,Week 4,Solution 6,Replication 5,11.34,2,24.70,2,2
2154,Stage 2,Week 4,Solution 6,Replication 6,11.51,2,24.99,3,1
2155,Stage 2,Week 4,Solution 6,Replication 7,11.86,3,22.16,1,3
2156,Stage 2,Week 4,Solution 6,Replication 8,10.22,2,23.83,1,2
2157,Stage 2,Week 4,Solution 6,Replication 9,10.40,3,23.13,2,2
2158,Stage 2,Week 4,Solution 6,Replication 10,10.87,3,20.11,2,3
2159,Stage 2,Week 4,Solution 6,Replication 11,10.13,2,21.18,2,2
2160,Stage 2,Week 4,Solution 6,Replication 12,11.44,2,22.47,3,3
2161,Stage 2,Week 4,Solution 6,Replication 13,11.04,3,23.38,2,3
2162,Stage 2,Week 4,Solution 6,Replication 14,10.20,2,21.73,3,1
2163,Stage 2,Week 4,Solution 6,Replication 15,11.17,2,21.87,2,3
2164,Stage 2,Week 4,Solution 6,Replication 16,10.73,2,20.32,1,3
2165,Stage 2,Week 4,Solution 6,Replication 17,11.92,2,24.21,3,2
2166,Stage 2,Week 4,Solution 6,Replication 18,11.66,2,21.58,3,2
2167,Stage 2,Week 4,Solution 6,Replication 19,11.08,3,22.44,1,3
2168,Stage 2,Week 4,Solution 6,Replication 20,10.78,3,23.26,2,3
2169,Stage 2,Week 4,Solution 6,Replication 21,10.09,3,21.56,1,1
2170,Stage 2,Week 4,Solution 6,Replication 22,11.81,3,23.60,2,1
2171,Stage 2,Week 4,Solution 6,Replication 23,11.54,2,20.39,3,2
2172,Stage 2,Week 4,Solution 6,Replication 24,11.70,2,21.18,1,1
2173,Stage 2,Week 4,Solution 6,Replication 25,10.42,2,22.58,2,2
2174,Stage 2,Week 4,Solution 6,Replication 26,11.17,3,21.12,2,2
2175,Stage 2,Week 4,Solution 6,Replication 27,11.32,2,22.41,1,3
2176,Stage 2,Week 4,Solution 7,Replication 1,12.00,3,20.80,3,1
2177,Stage 2,Week 4,Solution 7,Replication 2,11.38,3,24.09,3,3
2178,Stage 2,Week 4,Solution 7,Replication 3,11.86,2,22.13,2,3
2179,Stage 2,Week 4,Solution 7,Replication 4,10.80,3,20.19,2,3
2180,Stage 2,Week 4,Solution 7,Replication 5,11.96,2,20.03,2,1
2181,Stage 2,Week 4,Solution 7,Replication 6,11.52,3,20.83,1,2
2182,Stage 2,Week 4,Solution 7,Replication 7,10.70,3,21.76,3,2
2183,Stage 2,Week 4,Solution 7,Replication 8,10.19,3,21.24,1,2
2184,Stage 2,Week 4,Solution 7,Replication 9,11.98,2,23.86,2,2
2185,Stage 2,Week 4,Solution 7,Replication 10,10.20,3,22.87,2,2
2186,Stage 2,Week 4,Solution 7,Replication 11,11.41,2,21.12,2,3
2187,Stage 2,Week 4,Solution 7,Replication 12,10.99,3,23.15,2,2
2188,Stage 2,Week 4,Solution 7,Replication 13,10.89,2,23.68,1,1
2189,Stage 2,Week 4,Solution 7,Replication 14,11.96,3,23.90,3,2
2190,Stage 2,Week 4,Solution 7,Replication 15,11.17,3,22.30,1,2
2191,Stage 2,Week 4,Solution 7,Replication 16,10.52,2,23.41,2,2
2192,Stage 2,Week 4,Solution 7,Replication 17,11.06,2,22.94,3,3
2193,Stage 2,Week 4,Solution 7,Replication 18,11.24,3,21.66,3,3
2194,Stage 2,Week 4,Solution 7,Replication 19,11.51,3,21.51,3,2
2195,Stage 2,Week 4,Solution 7,Replication 20,11.43,3,23.34,2,2
2196,Stage 2,Week 4,Solution 7,Replication 21,10.19,2,20.87,2,2
2197,Stage 2,Week 4,Solution 7,Replication 22,10.28,3,21.97,1,2
2198,Stage 2,Week 4,Solution 7,Replication 23,11.06,3,23.20,1,2
2199,Stage 2,Week 4,Solution 7,Replication 24,10.18,3,22.28,1,3
2200,Stage 2,Week 4,Solution 7,Replication 25,11.56,3,21.34,1,2
2201,Stage 2,Week 4,Solution 7,Replication 26,10.98,3,23.01,3,2
2202,Stage 2,Week 4,Solution 7,Replication 27,10.06,3,23.89,3,2
2203,Stage 2,Week 4,Solution 10,Replication 1,8.25,3,28.08,4,4
2204,Stage 2,Week 4,Solution 10,Replication 2,8.77,3,25.06,4,3
2205,Stage 2,Week 4,Solution 10,Replication 3,8.90,4,27.45,4,3
2206,Stage 2,Week 4,Solution 10,Replication 4,9.47,4,25.87,4,4
2207,Stage 2,Week 4,Solution 10,Replication 5,9.06,4,26.06,4,3
2208,Stage 2,Week 4,Solution 10,Replication 6,9.09,3,29.85,3,4
2209,Stage 2,Week 4,Solution 10,Replication 7,9.37,3,29.87,4,3
2210,Stage 2,Week 4,Solution 10,Replication 8,9.44,3,27.84,4,4
2211,Stage 2,Week 4,Solution 10,Replication 9,8.86,3,25.48,4,4
2212,Stage 2,Week 4,Solution 10,Replication 10,9.32,4,27.69,3,3
2213,Stage 2,Week 4,Solution 10,Replication 11,8.58,4,28.85,4,4
2214,Stage 2,Week 4,Solution 10,Replication 12,8.68,4,27.84,4,4
2215,Stage 2,Week 4,Solution 10,Replication 13,9.43,3,29.62,3,3
2216,Stage 2,Week 4,Solution 10,Replication 14,9.56,3,28.10,3,4
2217,Stage 2,Week 4,Solution 10,Replication 15,9.77,4,29.56,3,4
2218,Stage 2,Week 4,Solution 10,Replication 16,8.35,3,26.24,3,3
2219,Stage 2,Week 4,Solution 10,Replication 17,8.88,3,26.83,3,3
2220,Stage 2,Week 4,Solution 10,Replication 18,8.63,4,27.01,4,4
2221,Stage 2,Week 4,Solution 10,Replication 19,9.60,4,25.70,3,4
2222,Stage 2,Week 4,Solution 10,Replication 20,9.96,4,26.91,4,4
2223,Stage 2,Week 4,Solution 10,Replication 21,9.43,3,27.52,3,3
2224,Stage 2,Week 4,Solution 10,Replication 22,9.22,3,25.72,3,3
2225,Stage 2,Week 4,Solution 10,Replication 23,8.79,3,29.95,4,4
2226,Stage 2,Week 4,Solution 10,Replication 24,9.75,4,26.67,4,3
2227,Stage 2,Week 4,Solution 10,Replication 25,8.32,3,25.41,4,4
2228,Stage 2,Week 4,Solution 10,Replication 26,8.28,3,29.48,3,3
2229,Stage 2,Week 4,Solution 10,Replication 27,9.27,3,27.72,4,3
2230,Stage 2,Week 4,Solution 13,Replication 1,10.17,2,24.29,1,2
2231,Stage 2,Week 4,Solution 13,Replication 2,10.80,3,23.36,2,2
2232,Stage 2,Week 4,Solution 13,Replication 3,11.44,2,23.31,2,2
2233,Stage 2,Week 4,Solution 13,Replication 4,10.89,3,24.09,2,2
2234,Stage 2,Week 4,Solution 13,Replication 5,11.83,3,20.56,1,3
2235,Stage 2,Week 4,Solution 13,Replication 6,11.79,3,23.30,3,3
2236,Stage 2,Week 4,Solution 13,Replication 7,10.10,2,23.53,2,2
2237,Stage 2,Week 4,Solution 13,Replication 8,11.13,2,24.36,3,2
2238,Stage 2,Week 4,Solution 13,Replication 9,11.44,2,22.84,2,2
2239,Stage 2,Week 4,Solution 13,Replication 10,10.06,2,22.38,2,3
2240,Stage 2,Week 4,Solution 13,Replication 11,10.92,2,23.25,3,2
2241,Stage 2,Week 4,Solution 13,Replication 12,10.92,2,24.74,2,2
2242,Stage 2,Week 4,Solution 13,Replication 13,12.00,3,21.11,3,2
2243,Stage 2,Week 4,Solution 13,Replication 14,10.71,3,21.56,2,2
2244,Stage 2,Week 4,Solution 13,Replication 15,11.24,3,22.24,2,2
2245,Stage 2,Week 4,Solution 13,Replication 16,10.73,2,23.31,1,2
2246,Stage 2,Week 4,Solution 13,Replication 17,11.65,2,23.50,1,2
2247,Stage 2,Week 4,Solution 13,Replication 18,10.65,2,22.41,3,1
2248,Stage 2,Week 4,Solution 13,Replication 19,10.84,2,20.61,3,1
2249,Stage 2,Week 4,Solution 13,Replication 20,11.05,2,24.35,1,2
2250,Stage 2,Week 4,Solution 13,Replication 21,10.48,3,21.92,1,3
2251,Stage 2,Week 4,Solution 13,Replication 22,11.63,3,22.38,2,1
2252,Stage 2,Week 4,Solution 13,Replication 23,10.19,2,22.46,3,3
2253,Stage 2,Week 4,Solution 13,Replication 24,11.30,3,20.96,2,2
2254,Stage 2,Week 4,Solution 13,Replication 25,11.87,2,23.00,2,2
2255,Stage 2,Week 4,Solution 13,Replication 26,11.01,2,24.78,3,3
2256,Stage 2,Week 4,Solution 13,Replication 27,10.11,2,20.62,2,1
2257,Stage 2,Week 4,Solution 14,Replication 1,11.89,2,20.12,1,2
2258,Stage 2,Week 4,Solution 14,Replication 2,10.82,2,22.48,3,2
2259,Stage 2,Week 4,Solution 14,Replication 3,10.82,2,24.20,2,3
2260,Stage 2,Week 4,Solution 14,Replication 4,11.58,3,24.01,2,1
2261,Stage 2,Week 4,Solution 14,Replication 5,10.43,3,21.87,1,3
2262,Stage 2,Week 4,Solution 14,Replication 6,10.25,3,24.48,1,1
2263,Stage 2,Week 4,Solution 14,Replication 7,10.88,3,22.49,2,2
2264,Stage 2,Week 4,Solution 14,Replication 8,12.00,2,23.01,2,2
2265,Stage 2,Week 4,Solution 14,Replication 9,11.50,3,20.25,1,3
2266,Stage 2,Week 4,Solution 14,Replication 10,11.70,2,24.40,2,3
2267,Stage 2,Week 4,Solution 14,Replication 11,10.76,3,23.65,1,2
2268,Stage 2,Week 4,Solution 14,Replication 12,11.97,3,24.66,2,2
2269,Stage 2,Week 4,Solution 14,Replication 13,10.29,2,23.94,2,2
2270,Stage 2,Week 4,Solution 14,Replication 14,11.92,2,22.45,3,2
2271,Stage 2,Week 4,Solution 14,Replication 15,11.41,3,24.86,2,2
2272,Stage 2,Week 4,Solution 14,Replication 16,10.55,3,22.29,2,2
2273,Stage 2,Week 4,Solution 14,Replication 17,10.94,3,22.93,1,3
2274,Stage 2,Week 4,Solution 14,Replication 18,10.56,3,24.14,2,1
2275,Stage 2,Week 4,Solution 14,Replication 19,11.03,3,20.06,3,2
2276,Stage 2,Week 4,Solution 14,Replication 20,10.37,2,24.24,1,2
2277,Stage 2,Week 4,Solution 14,Replication 21,11.05,3,24.80,3,3
2278,Stage 2,Week 4,Solution 14,Replication 22,11.96,3,23.71,3,2
2279,Stage 2,Week 4,Solution 14,Replication 23,10.62,2,23.59,3,2
2280,Stage 2,Week 4,Solution 14,Replication 24,10.35,2,24.20,2,3
2281,Stage 2,Week 4,Solution 14,Replication 25,10.10,3,24.52,1,3
2282,Stage 2,Week 4,Solution 14,Replication 26,11.84,2,23.20,3,2
2283,Stage 2,Week 4,Solution 14,Replication 27,10.74,3,22.11,2,2
2284,Stage 2,Week 4,Solution 16,Replication 1,8.99,3,25.56,4,3
2285,Stage 2,Week 4,Solution 16,Replication 2,9.61,4,28.78,3,3
2286,Stage 2,Week 4,Solution 16,Replication 3,9.47,4,27.35,3,4
2287,Stage 2,Week 4,Solution 16,Replication 4,9.43,3,25.77,3,3
2288,Stage 2,Week 4,Solution 16,Replication 5,9.31,4,25.87,3,3
2289,Stage 2,Week 4,Solution 16,Replication 6,8.62,4,26.16,3,4
2290,Stage 2,Week 4,Solution 16,Replication 7,8.17,4,25.92,4,3
2291,Stage 2,Week 4,Solution 16,Replication 8,9.43,4,25.23,3,3
2292,Stage 2,Week 4,Solution 16,Replication 9,8.86,3,29.81,3,4
2293,Stage 2,Week 4,Solution 16,Replication 10,9.43,3,25.21,4,3
2294,Stage 2,Week 4,Solution 16,Replication 11,9.42,3,28.23,3,4
2295,Stage 2,Week 4,Solution 16,Replication 12,9.49,4,28.32,4,3
2296,Stage 2,Week 4,Solution 16,Replication 13,9.68,3,29.59,3,4
2297,Stage 2,Week 4,Solution 16,Replication 14,9.03,3,27.93,3,3
2298,Stage 2,Week 4,Solution 16,Replication 15,8.79,4,29.96,4,3
2299,Stage 2,Week 4,Solution 16,Replication 16,9.66,4,28.25,3,4
2300,Stage 2,Week 4,Solution 16,Replication 17,9.00,4,25.84,3,3
2301,Stage 2,Week 4,Solution 16,Replication 18,8.54,3,28.93,3,4
2302,Stage 2,Week 4,Solution 16,Replication 19,8.98,4,26.69,3,4
2303,Stage 2,Week 4,Solution 16,Replication 20,9.10,4,25.70,4,4
2304,Stage 2,Week 4,Solution 16,Replication 21,8.39,4,25.06,4,4
2305,Stage 2,Week 4,Solution 16,Replication 22,8.61,4,25.70,4,4
2306,Stage 2,Week 4,Solution 16,Replication 23,8.46,4,26.12,4,3
2307,Stage 2,Week 4,Solution 16,Replication 24,8.22,3,29.45,4,3
2308,Stage 2,Week 4,Solution 16,Replication 25,8.37,4,27.67,4,3
2309,Stage 2,Week 4,Solution 16,Replication 26,9.28,4,26.28,3,4
2310,Stage 2,Week 4,Solution 16,Replication 27,8.17,4,25.47,3,4
2311,Stage 2,Week 4,Solution 18,Replication 1,9.40,3,27.69,4,4
2312,Stage 2,Week 4,Solution 18,Replication 2,9.33,3,29.31,3,3
2313,Stage 2,Week 4,Solution 18,Replication 3,8.14,3,29.40,3,3
2314,Stage 2,Week 4,Solution 18,Replication 4,9.82,3,27.80,3,4
2315,Stage 2,Week 4,Solution 18,Replication 5,9.75,3,29.93,3,4
2316,Stage 2,Week 4,Solution 18,Replication 6,8.39,3,28.64,4,3
2317,Stage 2,Week 4,Solution 18,Replication 7,8.13,3,28.78,3,3
2318,Stage 2,Week 4,Solution 18,Replication 8,9.63,4,26.96,3,3
2319,Stage 2,Week 4,Solution 18,Replication 9,9.13,3,27.24,3,3
2320,Stage 2,Week 4,Solution 18,Replication 10,8.36,4,28.04,3,4
2321,Stage 2,Week 4,Solution 18,Replication 11,9.55,4,26.75,3,4
2322,Stage 2,Week 4,Solution 18,Replication 12,9.91,3,26.35,3,3
2323,Stage 2,Week 4,Solution 18,Replication 13,8.35,4,25.76,4,3
2324,Stage 2,Week 4,Solution 18,Replication 14,9.21,4,28.15,3,3
2325,Stage 2,Week 4,Solution 18,Replication 15,9.85,4,29.24,4,4
2326,Stage 2,Week 4,Solution 18,Replication 16,8.82,3,27.45,3,3
2327,Stage 2,Week 4,Solution 18,Replication 17,9.58,4,28.50,3,3
2328,Stage 2,Week 4,Solution 18,Replication 18,8.78,4,27.69,4,4
2329,Stage 2,Week 4,Solution 18,Replication 19,9.55,4,28.43,4,3
2330,Stage 2,Week 4,Solution 18,Replication 20,9.11,4,25.13,4,4
2331,Stage 2,Week 4,Solution 18,Replication 21,8.13,4,25.03,3,4
2332,Stage 2,Week 4,Solution 18,Replication 22,9.47,3,26.65,3,4
2333,Stage 2,Week 4,Solution 18,Replication 23,9.64,4,28.66,3,4
2334,Stage 2,Week 4,Solution 18,Replication 24,9.39,4,26.89,4,3
2335,Stage 2,Week 4,Solution 18,Replication 25,9.10,3,28.65,3,3
2336,Stage 2,Week 4,Solution 18,Replication 26,9.62,3,25.89,3,3
2337,Stage 2,Week 4,Solution 18,Replication 27,8.48,3,28.40,3,4
2338,Stage 2,Week 4,Control,Replication 1,14.62,4,34.60,3,3
2339,Stage 2,Week 4,Control,Replication 2,14.27,4,33.01,3,4
2340,Stage 2,Week 4,Control,Replication 3,13.32,4,37.10,3,5
2341,Stage 2,Week 4,Control,Replication 4,13.49,4,34.08,4,5
2342,Stage 2,Week 4,Control,Replication 5,13.34,5,35.57,3,4
2343,Stage 2,Week 4,Control,Replication 6,14.04,4,39.38,5,3
2344,Stage 2,Week 4,Control,Replication 7,14.85,4,34.07,5,3
2345,Stage 2,Week 4,Control,Replication 8,14.31,4,32.13,3,5
2346,Stage 2,Week 4,Control,Replication 9,13.65,5,32.24,4,4
2347,Stage 2,Week 4,Control,Replication 10,13.41,4,34.28,4,5
2348,Stage 2,Week 4,Control,Replication 11,13.06,5,34.39,5,5
2349,Stage 2,Week 4,Control,Replication 12,13.64,5,39.12,4,3
2350,Stage 2,Week 4,Control,Replication 13,13.01,4,36.94,4,4
2351,Stage 2,Week 4,Control,Replication 14,14.51,5,35.11,5,5
2352,Stage 2,Week 4,Control,Replication 15,13.75,4,35.34,5,5
2353,Stage 2,Week 4,Control,Replication 16,13.17,5,35.96,4,3
2354,Stage 2,Week 4,Control,Replication 17,14.16,4,38.69,4,5
2355,Stage 2,Week 4,Control,Replication 18,13.47,4,38.22,4,3
2356,Stage 2,Week 4,Control,Replication 19,14.26,4,33.56,4,3
2357,Stage 2,Week 4,Control,Replication 20,13.95,5,34.16,4,5
2358,Stage 2,Week 4,Control,Replication 21,14.37,5,39.28,4,5
2359,Stage 2,Week 4,Control,Replication 22,13.29,5,30.09,4,4
2360,Stage 2,Week 4,Control,Replication 23,14.38,5,36.48,5,5
2361,Stage 2,Week 4,Control,Replication 24,14.04,5,31.37,3,4
2362,Stage 2,Week 4,Control,Replication 25,13.81,4,32.99,4,4
2363,Stage 2,Week 4,Control,Replication 26,14.21,5,32.15,3,4
2364,Stage 2,Week 4,Control,Replication 27,13.09,5,32.93,4,3
2365,Stage 3,Week 1,Solution 2,Replication 1,1.53,3,14.68,1,1
2366,Stage 3,Week 1,Solution 2,Replication 2,1.48,3,13.66,2,2
2367,Stage 3,Week 1,Solution 2,Replication 3,1.89,2,11.28,1,2
2368,Stage 3,Week 1,Solution 2,Replication 4,1.04,3,14.85,2,1
2369,Stage 3,Week 1,Solution 2,Replication 5,1.41,3,10.52,1,2
2370,Stage 3,Week 1,Solution 2,Replication 6,1.56,2,10.77,1,2
2371,Stage 3,Week 1,Solution 2,Replication 7,1.59,2,10.28,1,2
2372,Stage 3,Week 1,Solution 2,Replication 8,1.89,2,10.81,1,1
2373,Stage 3,Week 1,Solution 2,Replication 9,1.50,3,10.68,1,1
2374,Stage 3,Week 1,Solution 2,Replication 10,1.18,2,11.52,1,2
2375,Stage 3,Week 1,Solution 2,Replication 11,1.42,3,11.41,2,2
2376,Stage 3,Week 1,Solution 2,Replication 12,1.62,2,14.42,2,1
2377,Stage 3,Week 1,Solution 2,Replication 13,1.75,3,10.01,2,1
2378,Stage 3,Week 1,Solution 2,Replication 14,1.43,3,11.22,1,2
2379,Stage 3,Week 1,Solution 2,Replication 15,1.88,3,13.75,2,2
2380,Stage 3,Week 1,Solution 2,Replication 16,1.45,3,13.23,1,1
